,car_name,brand,year,mileage,location,transmission,plate_type,rear_camera,sun_roof,auto_retract_mirror,electric_parking_brake,map_navigator,vehicle_stability_control,keyless_push_start,sports_mode,camera_view,power_sliding_door,auto_cruise_control,price,instalment
104,MOBILIO E 1.5,Honda,2016,66.0,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,136000000,2770000
105,XENIA R STD 1.3,Daihatsu,2019,34.0,Surabaya,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,160000000,3260000
106,CORTEZ S T LUX 1.5,Wuling,2021,42.0,Tangerang Selatan,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,180000000,3670000
107,CORTEZ L T LUX 1.5,Wuling,2021,32.0,Jakarta Utara,Automatic,even plate,0,1,1,0,0,0,0,0,0,0,0,206000000,4200000
108,ALMAZ LT LUX 1.5,Wuling,2019,55.0,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,1,0,0,203000000,4139999
109,HR-V E 1.5,Honda,2018,86.0,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,232000000,4730000
110,FORTUNER VRZ 2.4,Toyota,2016,112.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,365000000,7440000
111,PAJERO SPORT DAKAR 4X2 2.4,Mitsubishi,2016,95.0,Jakarta Timur,Automatic,even plate,0,1,1,0,0,0,0,0,0,0,0,390000000,7950000
112,CITY RS HATCHBACK 1.5,Honda,2021,25.0,Bogor,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,1,246000000,5010000
113,XPANDER ULTIMATE 1.5,Mitsubishi,2017,53.0,Bekasi,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,201000000,4099999
114,XL7 ALPHA 1.5,Suzuki,2020,52.0,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,210000000,4280000
115,AYLA X 1.0,Daihatsu,2020,57.0,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,100000000,2040000
116,BRIO SATYA E 1.2,Honda,2019,48.0,Bekasi,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,156000000,3180000
117,MOBILIO E 1.5,Honda,2019,53.0,Bandung,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,172000000,3500000
118,YARIS G 1.5,Toyota,2019,65.0,Jakarta Barat,Automatic,even plate,0,0,0,0,0,1,0,1,0,0,0,191000000,3890000
119,RUSH S TRD SPORTIVO 1.5,Toyota,2019,75.0,Bekasi,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,212000000,4320000
120,MOBILIO E 1.5,Honda,2016,82.0,Bogor,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,145000000,2950000
121,RUSH S 1.5,Toyota,2018,86.0,Bekasi,Manual,odd plate,0,0,1,0,0,1,0,0,0,0,0,201000000,4099999
122,HR-V E 1.5,Honda,2018,41.0,Jakarta Utara,Automatic,even plate,0,0,1,1,0,0,0,0,0,0,0,232000000,4730000
123,XENIA X 1.3,Daihatsu,2020,36.0,Bandung,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,163000000,3320000
124,RUSH S GR SPORT 1.5,Toyota,2021,59.0,Jakarta Selatan,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,239000000,4870000
125,CR-V 2.0,Honda,2017,104.0,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,248000000,5050000
126,BRIO SATYA E 1.2,Honda,2019,82.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,154000000,3140000
127,HR-V SE 1.5,Honda,2019,95.0,Bandung,Automatic,odd plate,0,0,1,1,0,0,0,0,0,0,0,266000000,5420000
128,AYLA R 1.2,Daihatsu,2019,57.0,Jakarta Barat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,115000000,2340000
129,CR-V TURBO 1.5,Honda,2017,118.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,1,0,0,0,0,0,0,336000000,6850000
130,YARIS S TRD 1.5,Toyota,2019,31.0,Depok,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,218000000,4440000
131,ROCKY R 1.0,Daihatsu,2021,21.0,Bogor,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,216000000,4400000
132,ERTIGA GL 1.4,Suzuki,2016,132.0,Bekasi,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,129000000,2630000
133,KIJANG INNOVA REBORN V 2.0,Toyota,2020,67.0,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,1,0,0,0,336000000,6850000
134,BRIO SATYA E 1.2,Honda,2018,55.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,142000000,2890000
135,AYLA R 1.2,Daihatsu,2019,18.0,Jakarta Timur,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,117000000,2380000
136,RUSH S TRD SPORTIVO 1.5,Toyota,2020,70.0,Bogor,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,232000000,4730000
137,YARIS S TRD 1.5,Toyota,2021,39.0,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,240000000,4890000
138,ALMAZ LT LUX CVT 1.5,Wuling,2021,10.0,Tangerang Selatan,Automatic,odd plate,0,1,0,0,0,0,0,0,0,0,0,241000000,4910000
139,AYLA R DLX 1.2,Daihatsu,2019,34.0,Jakarta Timur,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,115000000,2340000
140,AGYA G 1.0,Toyota,2016,77.0,Jakarta Timur,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,95000000,1940000
141,AYLA X 1.0,Daihatsu,2017,93.0,Jakarta Pusat,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,93000000,1890000
142,AYLA X 1.0,Daihatsu,2018,86.0,Bekasi,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,98000000,2000000
143,CALYA G 1.2,Toyota,2019,40.0,Bandung,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
144,RUSH S TRD SPORTIVO 1.5,Toyota,2018,48.0,Depok,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,207000000,4220000
145,CORTEZ T LUX 1.5,Wuling,2019,73.0,Jakarta Timur,Automatic,odd plate,0,1,0,1,0,0,0,0,0,0,0,178000000,3630000
146,XPANDER EXCEED 1.5,Mitsubishi,2019,35.0,Tangerang Selatan,Manual,even plate,1,0,1,0,0,0,0,0,0,0,0,198000000,4030000
147,XPANDER ULTIMATE 1.5,Mitsubishi,2018,99.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,211000000,4300000
148,IGNIS GL 1.2,Suzuki,2019,26.0,Jakarta Timur,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,119000000,2420000
149,AGYA G TRD 1.2,Toyota,2018,55.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,126000000,2570000
150,BALENO HATCHBACK 1.4,Suzuki,2017,24.0,Jakarta Selatan,Manual,even plate,0,0,1,0,0,0,1,0,0,0,0,152000000,3100000
151,AGYA G TRD 1.0,Toyota,2017,11.0,Bekasi,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,105000000,2140000
152,AYLA R 1.2,Daihatsu,2018,79.0,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,113000000,2300000
153,ECLIPSE CROSS ULTIMATE 1.5,Mitsubishi,2020,43.0,Bogor,Automatic,even plate,0,1,1,0,0,0,0,0,0,0,0,355000000,7230000
154,BRIO SATYA E 1.2,Honda,2020,65.0,Bekasi,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,159000000,3240000
155,AGYA GR SPORT 1.2,Toyota,2022,23.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,154000000,3140000
156,AYLA R 1.2,Daihatsu,2020,43.0,Bekasi,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,136000000,2770000
157,RUSH S TRD 1.5,Toyota,2018,68.0,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,211000000,4300000
158,TERIOS R 1.5,Daihatsu,2018,29.0,Tangerang Selatan,Manual,even plate,0,0,1,0,0,1,0,0,0,0,0,194000000,3950000
159,TERIOS X DLX 1.5,Daihatsu,2019,70.0,Jakarta Timur,Manual,odd plate,1,0,0,0,0,0,0,0,0,0,0,192000000,3910000
160,HR-V E 1.5,Honda,2016,65.0,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,210000000,4280000
161,HR-V E 1.5,Honda,2016,75.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,211000000,4300000
162,HR-V E PLUS 1.5,Honda,2018,71.0,Bogor,Automatic,even plate,0,0,0,1,0,0,0,0,0,0,1,255000000,5200000
163,2 GT SKYACTIV 1.5,Mazda,2015,94.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,184000000,3750000
