car name,brand,year,mileage (km),location,transmission,plate type,rear camera,sun roof,auto retract mirror,electric parking brake,map navigator,vehicle stability control,keyless push start,sports mode,360 camera view,power sliding door,auto cruise control,price (Rp),instalment (Rp|Monthly)
FORTUNER VRZ 4X2 2.4,Toyota,2017,51.475,Jakarta Barat,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,390000000,7950000
KIJANG INNOVA REBORN G 2.0,Toyota,2017,46.01,Jakarta Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,261000000,5320000
BRIO SATYA E 1.2,Honda,2016,15.393,Bogor,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,131000000,2670000
BRIO E 1.2,Honda,2014,30.466,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
BRIO SATYA E 1.2,Honda,2020,11.054,Bandung,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,164000000,3340000
CX-5 HIGH 2.5,Mazda,2014,81.916,Jakarta Utara,Automatic,even plate,1,1,0,0,0,0,0,0,0,0,0,200000000,4080000
ERTIGA SPORT GT 1.5,Suzuki,2019,56.76,Bekasi,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,201000000,4099999
BRIO SATYA E 1.2,Honda,2022,3.574,Bogor,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,172000000,3500000
RAIZE GR 1.0,Toyota,2021,19.809,Depok,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,223000000,4540000
IGNIS GL 1.2,Suzuki,2018,60.258,Depok,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,130000000,2650000
2 R SKYACTIV 1.5,Mazda,2016,72.706,Bekasi,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,190000000,3870000
KIJANG INNOVA G 2.0,Toyota,2018,71.225,Bogor,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,263000000,5360000
BR-V PRESTIGE 1.5,Honda,2019,67.177,Bandung,Automatic,odd plate,0,0,1,0,0,0,0,1,0,0,0,213000000,4340000
BRIO SATYA E 1.2,Honda,2019,18.602,Depok,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,160000000,3260000
SIGRA R STD 1.2,Daihatsu,2020,11.448,Bogor,Manual,even plate,0,0,1,0,0,0,0,0,0,0,0,129000000,2630000
BRIO SATYA E 1.2,Honda,2019,56.645,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,159000000,3240000
ECOSPORT TITANIUM 1.5,Ford,2014,123.661,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
XPANDER ULTIMATE 1.5,Mitsubishi,2017,87.66,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,209000000,4260000
GRAND LIVINA HIGHWAY STAR 1.5,Nissan,2015,63.625,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,132000000,2690000
SERENA HIGHWAY STAR 2.0,Nissan,2016,108.956,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,224000000,4560000
ROCKY X 1.2,Daihatsu,2022,19.031,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,200000000,4080000
SIRION 1.3,Daihatsu,2021,13.371,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,177000000,3610000
TERIOS R 1.5,Daihatsu,2019,66.848,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,209000000,4260000
GO PANCA T LIVE 1.2,Datsun,2019,40.119,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,105000000,2140000
MOBILIO E PRESTIGE 1.5,Honda,2015,88.166,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,144000000,2930000
BRIO RS 1.2,Honda,2016,65.321,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,141000000,2870000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,109.127,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,209000000,4260000
XPANDER CROSS 1.5,Mitsubishi,2019,40.631,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,235000000,4790000
GRAND LIVINA HIGHWAY STAR AUTECH 1.5,Nissan,2014,107.143,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,137000000,2790000
GRAND LIVINA X-GEAR 1.5,Nissan,2016,116.892,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,135000000,2750000
GRAND LIVINA HIGHWAY STAR AUTECH 1.5,Nissan,2017,117.692,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,148000000,3020000
GRAND LIVINA HIGHWAY STAR AUTECH 1.5,Nissan,2017,72.181,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,156000000,3180000
CARRY PICK UP 1.5,Suzuki,2020,12.639,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,109000000,2220000
CX-5 GT 2.5,Mazda,2015,133.948,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,258000000,5260000
PAJERO SPORT DAKAR ULTIMATE 4X2 2.4,Mitsubishi,2019,43.295,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,443000000,9030000
ERTIGA GL 1.4,Suzuki,2017,56.5,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,141000000,2870000
BRIO SATYA E 1.2,Honda,2019,38.479,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,161000000,3280000
BRIO SATYA E 1.2,Honda,2019,44.459,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,160000000,3260000
BRIO SATYA E 1.2,Honda,2019,68.667,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,159000000,3240000
BRIO RS 1.2,Honda,2020,39.029,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,185000000,3770000
BR-V E 1.5,Honda,2017,102.45,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,175000000,3570000
XPANDER EXCEED 1.5,Mitsubishi,2018,39.319,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,197000000,4010000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,44.905,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,46.354,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,57.312,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,47.16,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
AVANZA G 1.3,Toyota,2014,99.455,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
AVANZA G 1.3,Toyota,2018,48.183,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,161000000,3280000
AVANZA G 1.3,Toyota,2019,58.62,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,181000000,3690000
AVANZA G 1.3,Toyota,2019,38.337,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,182000000,3710000
KIJANG INNOVA V 2.0,Toyota,2016,104.396,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,256000000,5220000
CALYA G 1.2,Toyota,2018,87.82,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
KIJANG INNOVA G 2.0,Toyota,2013,135.311,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,171000000,3480000
KIJANG INNOVA REBORN G 2.4,Toyota,2019,28.368,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,339000000,6910000
RAIZE TURBO G 1.0,Toyota,2021,38.998,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,210000000,4280000
RUSH S TRD SPORTIVO 1.5,Toyota,2018,78.657,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
SIENTA V 1.5,Toyota,2016,84.583,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,174000000,3550000
SIENTA V 1.5,Toyota,2018,104.099,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,186000000,3790000
YARIS S TRD 1.5,Toyota,2019,58.435,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,221000000,4500000
XPANDER SPORT 1.5,Mitsubishi,2017,41.42,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,199000000,4050000
CONFERO S 1.5,Wuling,2019,50.614,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,109000000,2220000
CALYA E 1.2,Toyota,2019,77.701,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,120000000,2440000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,60.933,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,210000000,4280000
ERTIGA GX 1.5,Suzuki,2019,58.082,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,178000000,3630000
KIJANG INNOVA REBORN G 2.0,Toyota,2019,86.381,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,281000000,5730000
GO+ PANCA T 1.2,Datsun,2016,24.909,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,78000000,1590000
2 GT 1.5,Mazda,2016,82.938,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,187000000,3810000
JAZZ RS 1.5,Honda,2017,83.487,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,1,210000000,4280000
LIVINA VL 1.5,Nissan,2019,71.142,Jakarta Timur,Automatic,even plate,1,0,0,0,0,0,1,0,0,0,0,179000000,3650000
YARIS S TRD 1.5,Toyota,2018,78.114,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,202000000,4120000
BRIO SATYA E 1.2,Honda,2020,51.347,Bogor,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,151000000,3080000
HR-V E 1.5,Honda,2016,93.048,Jakarta Selatan,Automatic,odd plate,0,0,0,1,0,0,0,0,0,0,0,195000000,3970000
TERIOS R 1.5,Daihatsu,2018,93.935,Jakarta Pusat,Automatic,odd plate,0,0,0,0,0,1,1,0,0,0,0,187000000,3810000
AVANZA G 1.3,Toyota,2021,40.655,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,174000000,3550000
KIJANG INNOVA REBORN G 2.0,Toyota,2017,63.309,Jakarta Pusat,Manual,even plate,0,0,0,0,0,0,0,1,0,0,0,236000000,4810000
LIVINA VL 1.5,Nissan,2019,51.618,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,206000000,4200000
BRIO RS 1.2,Honda,2018,80.163,Tangerang Selatan,Manual,even plate,0,0,1,0,0,0,0,0,0,0,0,134000000,2730000
MOBILIO RS 1.5,Honda,2018,36.06,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,173000000,3520000
RUSH S TRD SPORTIVO 1.5,Toyota,2018,60.929,Jakarta Timur,Manual,even plate,0,0,1,0,0,0,1,0,0,0,0,198000000,4030000
HR-V SE 1.5,Honda,2019,59.647,Jakarta Timur,Automatic,odd plate,0,0,1,1,0,0,0,0,0,0,0,258000000,5260000
TERIOS R 1.5,Daihatsu,2019,53.125,Bekasi,Manual,odd plate,1,0,1,0,0,0,0,0,0,0,0,195000000,3970000
BRIO SATYA E 1.2,Honda,2018,71.172,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,136000000,2770000
ERTIGA GX 1.4,Suzuki,2014,121.801,Surabaya,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,129000000,2630000
MOBILIO E 1.5,Honda,2016,82.137,Bekasi,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,144000000,2930000
AGYA G TRD 1.2,Toyota,2019,98.857,Bekasi,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,128000000,2610000
CARRY PICK UP 1.5,Suzuki,2019,17.67,Bandung,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,92000000,1870000
RUSH S 1.5,Toyota,2014,74.334,Jakarta Utara,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,150000000,3060000
AYLA R 1.2,Daihatsu,2019,32.662,Tangerang Selatan,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,116000000,2360000
AGYA G TRD 1.2,Toyota,2019,16.097,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
CALYA G 1.2,Toyota,2021,18.15,Bandung,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,142000000,2890000
HR-V E 1.5,Honda,2021,38.935,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,1,282000000,5750000
KIJANG INNOVA V 2.0,Toyota,2021,10.962,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,370000000,7540000
FORTUNER G TRD 2.5,Toyota,2014,89.433,Jakarta Pusat,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,282000000,5750000
HR-V S 1.5,Honda,2017,70.953,Jakarta Timur,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,197000000,4010000
CALYA G 1.2,Toyota,2019,71.766,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,126000000,2570000
SX4 S-CROSS 1.5,Suzuki,2019,35.009,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,192000000,3910000
KARIMUN GS 1.0,Suzuki,2017,93.534,Jakarta Barat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,92000000,1870000
ERTIGA GX 1.4,Suzuki,2018,85.331,Malang,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,160000000,3260000
CALYA G 1.2,Toyota,2016,84.104,Tangerang Selatan,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,108000000,2200000
TERIOS TX 1.5,Daihatsu,2014,101.93,Jakarta Timur,Manual,even plate,1,0,1,0,0,0,0,0,0,0,0,141000000,2870000
SIGRA X 1.2,Daihatsu,2020,38.327,Jakarta Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,131000000,2670000
ALMAZ LT LUX 1.5,Wuling,2019,53.501,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,0,0,0,1,0,0,203000000,4139999
XENIA R 1.3,Daihatsu,2014,94.869,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,116000000,2360000
AYLA R 1.2,Daihatsu,2018,60.702,Depok,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,111000000,2260000
CITY RS HATCHBACK 1.5,Honda,2021,41.113,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,262000000,5340000
BR-V E 1.5,Honda,2019,74.754,Bogor,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,194000000,3950000
CALYA G 1.2,Toyota,2017,67.611,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,113000000,2300000
ERTIGA SPORT GT 1.5,Suzuki,2019,96.327,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,192000000,3910000
IGNIS GL 1.2,Suzuki,2018,30.115,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,126000000,2570000
CALYA G 1.2,Toyota,2016,74.535,Tangerang Selatan,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,106000000,2160000
2 GT SKYACTIV 1.5,Mazda,2018,45.975,Depok,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,1,209000000,4260000
AVANZA VELOZ 1.5,Toyota,2020,28.514,Bandung,Manual,odd plate,0,0,1,0,0,0,1,0,0,0,0,197000000,4010000
AVANZA VELOZ 1.5,Toyota,2021,61.458,Depok,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,222000000,4520000
BRIO SATYA E 1.2,Honda,2021,49.424,Jakarta Barat,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,164000000,3340000
IGNIS GX 1.2,Suzuki,2019,64.346,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,141000000,2870000
HR-V E 1.5,Honda,2017,61.785,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,219000000,4460000
MOBILIO S 1.5,Honda,2020,50.241,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,164000000,3340000
CALYA G 1.2,Toyota,2019,54.702,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
YARIS S TRD 1.5,Toyota,2018,68.648,Jakarta Selatan,Manual,even plate,0,0,1,0,0,1,0,0,0,0,0,183000000,3730000
XPANDER ULTIMATE 1.5,Mitsubishi,2017,59.729,Jakarta Barat,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,207000000,4220000
CIVIC FB2 1.8,Honda,2015,57.589,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,199000000,4050000
RAIZE GR TWO TONE 1.0,Toyota,2021,15.274,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,224000000,4560000
CALYA G 1.2,Toyota,2016,103.238,Malang,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,113000000,2300000
BRIO SATYA E 1.2,Honda,2018,69.956,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,128000000,2610000
MOBILIO E 1.5,Honda,2018,51.833,Jakarta Utara,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,164000000,3340000
HR-V E 1.5,Honda,2019,39.444,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,265000000,5400000
XPANDER SPORT 1.5,Mitsubishi,2019,50.068,Bekasi,Manual,even plate,0,0,1,0,0,1,0,0,0,0,0,200000000,4080000
BRIO SATYA E 1.2,Honda,2019,40.564,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,154000000,3140000
RUSH S TRD SPORTIVO 1.5,Toyota,2020,9.823,Jakarta Barat,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,234000000,4770000
ERTIGA DREZA 1.4,Suzuki,2017,28.515,Jakarta Barat,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,151000000,3080000
AGYA G TRD 1.2,Toyota,2020,21.982,Surabaya,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,130000000,2650000
RUSH S GR SPORT 1.5,Toyota,2021,34.441,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,242000000,4930000
XL7 ZETA GL 1.5,Suzuki,2020,37.694,Tangerang Selatan,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,188000000,3830000
XL7 BETA 1.5,Suzuki,2021,55.142,Bogor,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,208000000,4240000
AGYA G 1.2,Toyota,2019,68.632,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,128000000,2610000
BRIO SATYA E 1.2,Honda,2018,50.958,Jakarta Barat,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,126000000,2570000
BRIO SATYA E 1.2,Honda,2020,55.045,Depok,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,160000000,3260000
X-TRAIL URBAN SELECTION 2.5,Nissan,2014,79.564,Depok,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,173000000,3520000
CALYA G 1.2,Toyota,2022,4.994,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,151000000,3080000
AYLA X 1.0,Daihatsu,2018,64.067,Bandung,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,99000000,2020000
CALYA G 1.2,Toyota,2020,46.55,Bekasi,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,137000000,2790000
CALYA G 1.2,Toyota,2020,36.219,Depok,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,142000000,2890000
BRIO RS 1.2,Honda,2019,48.518,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,0,0,1,0,0,0,178000000,3630000
HR-V E 1.5,Honda,2017,73.73,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,219000000,4460000
JUKE 1.5,Nissan,2014,107.104,Bekasi,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,146000000,2970000
AGYA G TRD 1.2,Toyota,2018,45.947,Jakarta Timur,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,127000000,2590000
RUSH S TRD SPORTIVO 1.5,Toyota,2018,34.555,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,214000000,4360000
BRIO SATYA E 1.2,Honda,2019,16.469,Bekasi,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,141000000,2870000
CALYA G 1.2,Toyota,2016,65.073,Bekasi,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,108000000,2200000
AYLA X 1.0,Daihatsu,2014,100.418,Tangerang Selatan,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,84000000,1710000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,80.976,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,213000000,4340000
ROCKY X 1.2,Daihatsu,2021,40.066,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,191000000,3890000
MOBILIO S 1.5,Honda,2018,34.932,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,145000000,2950000
AVANZA VELOZ 1.5,Toyota,2017,93.58,Bandung,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,164000000,3340000
IGNIS GX 1.2,Suzuki,2019,54.231,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,134000000,2730000
AVANZA E 1.3,Toyota,2018,128.262,Depok,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,130000000,2650000
SIRION M602RS 1.3,Daihatsu,2017,86.506,Jakarta Barat,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
AYLA X 1.0,Daihatsu,2018,72.413,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,91000000,1850000
SIRION M602RS 1.3,Daihatsu,2012,87.631,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,88000000,1790000
MOBILIO E 1.5,Honda,2017,63.267,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,154000000,3140000
HR-V E 1.5,Honda,2019,58.95,Jakarta Timur,Automatic,even plate,0,0,1,1,0,0,0,0,0,0,0,264000000,5380000
KIJANG INNOVA REBORN G 2.4,Toyota,2019,57.91,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,340000000,6930000
CALYA G 1.2,Toyota,2017,92.204,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,120000000,2440000
BRIO SATYA E 1.2,Honda,2019,46.521,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,156000000,3180000
XENIA R STD 1.3,Daihatsu,2019,33.937,Jakarta Barat,Manual,odd plate,1,0,1,0,0,0,0,0,0,0,0,168000000,3420000
BR-V E 1.5,Honda,2018,66.961,Bogor,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,184000000,3750000
XPANDER ULTIMATE 1.5,Mitsubishi,2019,28.437,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,222000000,4520000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,54.26,Bekasi,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,213000000,4340000
FORTUNER G 2.5,Toyota,2014,95.458,Depok,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,274000000,5580000
MARCH L 1.2,Nissan,2016,89.734,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,112000000,2280000
SX4 S-CROSS 1.5,Suzuki,2018,93.404,Tangerang Selatan,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,184000000,3750000
YARIS S TRD 1.5,Toyota,2021,14.736,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,244000000,4970000
SIENTA Q 1.5,Toyota,2017,58.365,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,0,0,0,0,1,0,187000000,3810000
CALYA G 1.2,Toyota,2019,53.807,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
KARIMUN GL 1.0,Suzuki,2015,67.265,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,86000000,1750000
ROCKY R 1.0,Daihatsu,2021,37.472,Bandung,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,220000000,4480000
CROSS 1.2,Datsun,2018,48.865,Bogor,Automatic,odd plate,0,0,0,0,0,1,0,0,0,0,0,112000000,2280000
BRIO SATYA S 1.2,Honda,2016,28.625,Jakarta Timur,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,112000000,2280000
GRAND LIVINA SV 1.5,Nissan,2013,109.026,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,95000000,1940000
BR-V PRESTIGE 1.5,Honda,2020,43.749,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,214000000,4360000
2 GT SKYACTIV 1.5,Mazda,2015,66.182,Jakarta Barat,Automatic,even plate,1,0,0,0,1,0,0,0,0,0,0,181000000,3690000
XPANDER ULTIMATE 1.5,Mitsubishi,2018,63.203,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,210000000,4280000
ALMAZ LT LUX 1.5,Wuling,2019,49.088,Bekasi,Automatic,odd plate,0,0,0,1,0,0,0,0,1,0,0,204000000,4160000
X-TRAIL 2.5,Nissan,2015,67.756,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,209000000,4260000
COLT L300 PICK UP 2.5,Mitsubishi,2022,1.065,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,177000000,3610000
SX4 S-CROSS 1.5,Suzuki,2016,76.606,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,160000000,3260000
BRIO SATYA E 1.2,Honda,2017,64.556,Bekasi,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,132000000,2690000
PAJERO SPORT DAKAR 4X2 2.4,Mitsubishi,2016,28.906,Tangerang Selatan,Automatic,even plate,0,1,0,1,0,0,0,0,0,0,0,404000000,8230000
FREED E 1.5,Honda,2010,170.021,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,1,0,129000000,2630000
SX4 S-CROSS 1.5,Suzuki,2022,10.206,Tangerang Selatan,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,241000000,4910000
AVANZA G 1.3,Toyota,2018,24.873,Jakarta Barat,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,160000000,3260000
CX-5 ELITE 2.5,Mazda,2019,29.44,Bandung,Automatic,even plate,0,1,1,0,0,0,0,0,0,0,0,433000000,8820000
